DeltaCoin,RSI,SMA,MACD,DeltaBTC
0,59.56287051143707,72.12111111111115,0.24495220216525126,108.68000000000029
0,59.83609385117084,72.04666666666671,0.251755049323549,-222.16999999999825
1,68.93909903065816,71.98666666666672,0.255757882615427,-9.299999999995634
1,67.91564940540863,71.8844444444445,0.22558320245174457,148.5199999999968
1,67.19879745830573,71.79333333333338,0.19091540046170508,546.2799999999988
1,58.17416584795703,71.72888888888895,0.14898063646043624,75.51000000000204
1,54.3624268697672,71.7344444444445,0.1462350920593849,45.150000000001455
0,52.95739041321507,71.74444444444451,0.15791281404844426,-67.56999999999971
1,57.03354598008516,71.76666666666672,0.1766300110010519,34.18000000000029
0,50.68975011594442,71.79777777777784,0.1826780694969301,-37.55000000000291
1,54.56897609252377,71.84777777777782,0.2152313649662574,41.150000000001455
0,52.89528769447465,71.87222222222226,0.23939602405668836,43.85000000000582
0,53.68231876647304,71.90444444444448,0.2738840649458183,15.089999999996508
0,58.83012678815358,71.9355555555556,0.3108650325542186,-25.589999999996508
1,62.02778273295447,71.92555555555559,0.3341990671008688,58.4600000000064
1,59.619133454447464,71.87444444444446,0.3479207029462117,-16.900000000001455
0,61.001066515604634,71.85222222222224,0.37361019883687163,-86
1,67.70440966008653,71.80555555555559,0.3958740979724098,9.610000000000582
1,66.20509519325537,71.74444444444447,0.39511457871671496,-39.06999999999971
0,64.84100272614899,71.70111111111113,0.39857985299447307,39.669999999998254
0,64.84100272614899,71.67555555555558,0.4063689143017939,51.87000000000262
1,65.34639938373377,71.65444444444447,0.4103997683442202,-30.739999999997963
1,62.9318185476788,71.67333333333335,0.4075387890551667,35.11999999999534
0,59.11042137283694,71.73333333333335,0.41628657492179855,47.650000000001455
1,62.08188999662946,71.7288888888889,0.4478695805199777,-24.55999999999767
0,59.61682460460146,71.70000000000002,0.46843015013045886,-67.61000000000058
0,61.81174703242402,71.70222222222225,0.5051684749768555,28.62000000000262
0,63.106208084985234,71.64222222222224,0.5345302135993109,-19.110000000000582
0,64.57114375856932,71.59000000000002,0.5581223932432522,50.93000000000029
0,65.3764199750425,71.52000000000001,0.572989176814346,-92.75
0,73.45775197144403,71.47444444444446,0.5795574834550479,-7.669999999998254
1,77.93028328454355,71.27666666666669,0.5408201950807552,396.6100000000006
1,70.57559100297038,71.06666666666668,0.46416539871820817,92.44999999999709
0,69.56657724735227,70.93777777777778,0.4451017801068389,-45
1,72.38363141640112,70.80333333333334,0.42345909918678615,15.219999999993888
0,67.2308713762996,70.67333333333335,0.37847576318792164,-219.95999999999913
1,70.69222387303722,70.57111111111112,0.36239193050299434,41.070000000006985
0,69.6890144082051,70.45444444444446,0.32335559234145705,-137
1,76.73511892908274,70.33333333333336,0.27799131210849737,347
0,63.79072360382441,70.10888888888891,0.1895737571623073,59.11999999999534
1,66.56998569550132,70.01000000000002,0.17476336874499054,29.56999999999971
1,64.60081553177403,69.89666666666669,0.14517246034696996,74.52999999999884
0,61.95214768972602,69.79666666666668,0.11649210147753308,-64.12000000000262
1,66.9348516762602,69.70444444444448,0.09244564922632037,135.19000000000233
1,63.073987879631446,69.60111111111115,0.0451362407278566,50.229999999995925
1,63.073987879631446,69.52555555555558,0.00547752310650651,47.23999999999796
1,60.61956611566454,69.46111111111114,-0.04522109499357896,258.23999999999796
0,42.24896766729786,69.39555555555557,-0.09603684253232814,-43.93999999999505
1,46.45362882177971,69.3966666666667,-0.09128113349950695,30.469999999993888
0,44.626043151562136,69.39000000000004,-0.09813793930123893,-41.229999999995925
1,44.91071398429551,69.39777777777782,-0.10037134686199067,6.989999999997963
0,42.527700377394936,69.42888888888893,-0.10278022201244141,-21.75
0,43.78390727813134,69.46222222222225,-0.09723256488429399,15.400000000001455
0,44.766208980445285,69.47222222222226,-0.09382835429696001,4.120000000002619
1,47.22581273442159,69.48000000000005,-0.09219129490298883,79.88999999999942
1,43.16639860764075,69.46333333333338,-0.09894266571426158,47.80000000000291
0,41.06152501121728,69.49111111111115,-0.09186615841207413,-48.63999999999942
0,42.52393660706882,69.55888888888893,-0.07437045406038578,-97.98999999999796
0,44.19428843448193,69.59555555555559,-0.05808509390152494,-154.47000000000116
1,49.12141065301276,69.63555555555558,-0.044599632842036385,-12.150000000001455
1,47.8954819520218,69.67333333333336,-0.049138558793856646,197.70000000000437
